date,pool_name,daily_apy,volume_in_usd,token1,token1_tvl_in_usd,token2,token2_tvl_in_usd,token3,token3_tvl_in_usd,token4,token4_tvl_in_usd,total_tvl_in_usd
2022-02-11,compound,0.020861447753447226,0,cDAI,0.3284113650568232,cUSDC,6708853981.279786,,0,,0,6708853981.608197
2022-02-11,y,0.02617604722598399,4044302.4519335004,yDAI,1380990827.8473217,yUSDC,5143376.7032231,yUSDT,4037814.8411060455,yTUSD,9287165.512575045,1399459184.9042258
2022-02-11,busd,0.01591330543598679,20000.349553556698,yDAI,868502745.2070289,yUSDC,3784543.488857863,yUSDT,3294079.9478046456,yBUSD,5069301.077953829,880650669.7216452
2022-02-11,susd,0.011610427833324222,20815911.879843034,DAI,37354726.56625227,USDC,37381958.01867,USDT,34715165.079275,SUSD,30828480.26606222,140280329.9302595
2022-02-11,pax,0.00659803494857214,291510.21661259804,ycDAI,1058855.7757899936,ycUSDC,1127954.892356,ycUSDT,1078329.992992,PAX,1448155.146653091,4713295.807791084
2022-02-11,hbtc,3.2078001481750107e-06,0,hBTC,161584288.32607374,wBTC,132184128.73818442,,0,,0,293768417.06425816
2022-02-11,3pool,0.0016861604001066066,47446598.596455194,DAI,1629622708.5402727,USDC,1716620093.80611,USDT,786476933.576858,,0,4132719735.9232407
2022-02-11,gusd,0.002787210126153461,1003875.912886242,GUSD,19627859.681429997,3CRV,17106141.44979074,,0,,0,36734001.131220736
2022-02-11,husd,0.009890678315263912,0,HUSD,724057.5187914862,3CRV,644474.5585082576,,0,,0,1368532.077299744
2022-02-11,usdn,0.005112589072841844,5782554.364643949,USDN,168028855.20591545,3CRV,99033535.5734832,,0,,0,267062390.77939865
2022-02-11,usdk,0.02015632782219945,38096.32952438,USDK,462091.0780086717,3CRV,192228.35666130195,,0,,0,654319.4346699737
2022-02-11,linkusd,0.0008982372595991439,0,LINKUSD,17325.489391256175,3CRV,19838.36044034502,,0,,0,37163.8498316012
2022-02-11,musd,0.0012009800967596185,331000.5192179413,MUSD,36149942.546818666,3CRV,38842373.028383024,,0,,0,74992315.57520169
2022-02-11,rsv,0.0003731712300398815,0,RSV,222804.5179647771,3CRV,62743.849666027774,,0,,0,285548.3676308049
