date,pool_name,daily_apy,volume_in_usd,token1,token1_tvl_in_usd,token2,token2_tvl_in_usd,token3,token3_tvl_in_usd,token4,token4_tvl_in_usd,total_tvl_in_usd
2022-02-12,compound,0.021834247830524678,0,cDAI,0.3284113650568232,cUSDC,6722270996.905241,,0,,0,6722270997.233652
2022-02-12,y,0.015462421312341323,0,yDAI,1226372009.7655473,yUSDC,5150518.481096989,yUSDT,4041848.622166092,yTUSD,9297056.98679176,1244861433.8556023
2022-02-12,busd,0.016081490091925943,0,yDAI,771263185.2907386,yUSDC,3789798.2166044,yUSDT,3297370.512878016,yBUSD,5052742.716880378,783403096.7371013
2022-02-12,susd,0.006007704972904371,10239785.427348591,DAI,36629549.018117465,USDC,36356394.136499,USDT,34077292.05336,SUSD,33075228.55566715,140138463.76364362
2022-02-12,pax,0.006517703237139738,286511.887779598,ycDAI,1058855.7757899936,ycUSDC,1127954.892356,ycUSDT,1078329.992992,PAX,1447154.4714467537,4712295.132584747
2022-02-12,hbtc,5.115134258870668e-05,0,hBTC,156837489.8597092,wBTC,128734466.44905901,,0,,0,285571956.3087682
2022-02-12,3pool,0.0015163059293248349,31080138.464877486,DAI,1646849269.3282835,USDC,1724367957.976975,USDT,820864743.684326,,0,4192081970.989585
2022-02-12,gusd,0.0052371651797662455,2253357.0014589084,GUSD,17727708.68144,3CRV,19056827.11040664,,0,,0,36784535.79184664
2022-02-12,husd,0.01736809739898537,0,HUSD,722581.643691803,3CRV,978285.0550781193,,0,,0,1700866.6987699224
2022-02-12,usdn,0.00676337230423929,4826918.480621727,USDN,167481051.99668574,3CRV,100340135.05789301,,0,,0,267821187.05457875
2022-02-12,usdk,0.016869475365785647,0,USDK,462091.0780086717,3CRV,192228.35666130195,,0,,0,654319.4346699737
2022-02-12,linkusd,0.0008077867344098433,0,LINKUSD,17325.489391256175,3CRV,19838.36044034502,,0,,0,37163.8498316012
2022-02-12,musd,0.0009044656971004539,120686.46369695255,MUSD,36077486.94087037,3CRV,38914849.49756599,,0,,0,74992336.43843636
2022-02-12,rsv,0.000335602940031432,0,RSV,222761.42909313386,3CRV,62743.849666027774,,0,,0,285505.27875916165
2022-02-12,dusd,0.0003116110962759766,0,DUSD,1429108.8594027983,3CRV,369745.24275025044,,0,,0,1798854.1021530489
2022-02-12,bbtc,0.00496106384909667,120.99799693000001,bBTC,50212042.197169274,sbtcCRV,864.8106004482436,,0,,0,50212907.00776972
2022-02-12,ust,0.02512786484091989,7811322.778742342,UST,11518937.513097271,3CRV,12921129.58767542,,0,,0,24440067.100772694
2022-02-12,eurs,0.0041358205385739755,2426088.515629881,EURS,15001450.984199997,sEUR,36221994.822563946,,0,,0,51223445.80676395
