date,pool_name,daily_apy,volume_in_usd,token1,token1_tvl_in_usd,token2,token2_tvl_in_usd,token3,token3_tvl_in_usd,token4,token4_tvl_in_usd,total_tvl_in_usd
2022-02-13,compound,0.020657258342737794,235606.83634209345,cDAI,0.32948923121417056,cUSDC,6699812373.223984,,0,,0,6699812373.553473
2022-02-13,y,0.015465928915311844,149946.4518025,yDAI,1230089873.6630692,yUSDC,5271518.654411009,yUSDT,3903843.11795184,yTUSD,9315632.428724693,1248580867.864157
2022-02-13,busd,0.015714584238248452,0,yDAI,774086766.6611611,yUSDC,3789798.2166044,yUSDT,3297370.512878016,yBUSD,5052742.716880378,786226678.1075238
2022-02-13,susd,0.006577600502551295,12571999.191230841,DAI,37282877.724286266,USDC,37446996.433226,USDT,35288726.346268,SUSD,29854347.51010067,139872948.01388094
2022-02-13,pax,0.0026821381073138806,38927.63854976594,ycDAI,1097022.1934305693,ycUSDC,1127954.892356,ycUSDT,1078329.992992,PAX,1410611.804348232,4713918.883126801
2022-02-13,hbtc,0.0010712696770118768,87.41775194184933,hBTC,153293746.85161063,wBTC,131093345.56676976,,0,,0,284387092.4183804
2022-02-13,3pool,0.0008939116450392692,12932677.3543052,DAI,1651638317.8592086,USDC,1719372178.998145,USDT,834733486.847267,,0,4205743983.704621
2022-02-13,gusd,0.0010434071045508642,289244.9090042262,GUSD,17341909.427929997,3CRV,19424008.93830724,,0,,0,36765918.36623724
2022-02-13,husd,0.012760940863192127,200156.19663299999,HUSD,923504.2630356342,3CRV,1073648.145855237,,0,,0,1997152.4088908713
2022-02-13,usdn,0.0021038859581410385,745959.8325995931,USDN,167675667.6276511,3CRV,102341994.47501563,,0,,0,270017662.10266674
2022-02-13,usdk,0.0028261970366778577,0,USDK,462553.16908668034,3CRV,161202.92173139253,,0,,0,623756.0908180729
2022-02-13,linkusd,0.00047628627463680573,0,LINKUSD,17325.489391256175,3CRV,19838.36044034502,,0,,0,37163.8498316012
2022-02-13,musd,0.00046974038103564375,3680.2759201238296,MUSD,36079534.582478,3CRV,38907622.10295703,,0,,0,74987156.68543503
2022-02-13,rsv,0.00019789720406349076,0,RSV,222822.37863696084,3CRV,62743.849666027774,,0,,0,285566.22830298863
2022-02-13,dusd,0.00018375068617815238,0,DUSD,1357041.2992672834,3CRV,369745.24275025044,,0,,0,1726786.542017534
2022-02-13,bbtc,0.002713122503967602,36.152304835,bBTC,48518437.96946016,sbtcCRV,851.0844044716576,,0,,0,48519289.05386463
2022-02-13,ust,0.012828656635715863,4375796.2477709185,UST,11234730.784556322,3CRV,13217175.04363178,,0,,0,24451905.828188103
2022-02-13,eurs,0.00019052436695043973,315330.3382656391,EURS,14813393.0046,sEUR,36553184.549756505,,0,,0,51366577.5543565
2022-02-13,seth,0.010708167021991732,5486.731021280163,ETH,64188214.53166801,sETH,48786699.92513515,,0,,0,112974914.45680316
2022-02-13,aave,0.020236872149677954,0,aDAI,15771125.775618657,aUSDC,17282563.130188063,aUSDT,9136226.506822,,0,42189915.41262872
2022-02-13,steth,0.024178821384231775,968.2195868720971,ETH,1732767910.9567664,stETH,1799322152.448485,,0,,0,3532090063.4052515
2022-02-13,saave,0.023391263759468872,511529.95586643927,aDAI,22757866.912120257,aSUSD,17354684.260170378,,0,,0,40112551.17229064
2022-02-13,link,8.615366969721983e-05,0,LINK,9239561.984903444,sLINK,5050752.137697071,,0,,0,14290314.122600514
2022-02-13,usdp,0.000617336942914104,80576.61717018312,USDP,28371202.099089954,3CRV,31824426.23045218,,0,,0,60195628.32954213
2022-02-13,tusd,0.0014469954750668812,1179191.434872796,TUSD,46679934.717761025,3CRV,35509450.68037763,,0,,0,82189385.39813866
2022-02-13,frax,0.0007303030357603824,9828974.957730085,FRAX,1570599252.8278806,3CRV,1512725218.2529821,,0,,0,3083324471.080863
2022-02-13,lusd,0.002521719779589482,2957174.824046964,LUSD,1580004038.7729578,3CRV,1512725218.2529821,,0,,0,3092729257.02594
2022-02-13,mim,0.0012077645477885923,10848190.856804937,MIM,1005013983.6125222,3CRV,230837814.57774097,,0,,0,1235851798.1902633
