timestamp,price
1630627200000,3790.1948773889458
1630713600000,3917.698339963299
1630800000000,3889.828207105878
1630886400000,3951.000018259291
1630972800000,3934.19057885744
1631059200000,3449.3210661728604
1631145600000,3506.648240492133
1631232000000,3439.637968898049
1631318400000,3208.459314100315
1631404800000,3266.990414077238
1631491200000,3418.228549190667
1631577600000,3292.3057347430054
1631664000000,3418.7231752266102
1631750400000,3611.170497670688
1631836800000,3572.825388818075
1631923200000,3406.2709229739485
1632009600000,3432.9024099012327
1632096000000,3326.9126235747312
1632182400000,2937.437438574558
1632268800000,2720.868222970259
1632355200000,3062.3051102947743
1632441600000,3153.20613275038
1632528000000,2933.5846829927136
1632614400000,2943.1862086270703
1632700800000,3052.3617890853984
1632787200000,2946.4862570848018
1632873600000,2808.9621412395786
1632960000000,2853.1325742110107
1633046400000,3010.161127154377
1633132800000,3299.2302240769213
1633219200000,3388.7113941720654
1633305600000,3426.260942509724
1633392000000,3402.3552790203285
1633478400000,3525.7181818193085
1633564800000,3597.7775667326414
1633651200000,3592.1467188422766
1633737600000,3568.228849517828
1633824000000,3589.8963705642013
1633910400000,3433.3620545460685
1633996800000,3535.933683293529
1634083200000,3501.2500016696326
1634169600000,3602.143578558631
1634256000000,3788.8939620875153
1634342400000,3869.0248489989
1634428800000,3848.034074853696
1634515200000,3836.669281407507
1634601600000,3748.962485778668
1634688000000,3862.86934110886
1634774400000,4141.16698169328
1634860800000,4081.884677294832
1634947200000,3994.3007583309127
1635033600000,4175.973004834841
1635120000000,4078.466804988701
1635206400000,4224.471311055658
1635292800000,4129.624766523941
1635379200000,3939.0908757519
1635465600000,4277.88921378829
1635552000000,4419.375476302466
1635638400000,4314.014128327594
1635724800000,4291.790933644402
1635811200000,4318.657069361311
1635897600000,4598.218219911992
1635984000000,4603.304014254703
1636070400000,4554.397583761372
1636156800000,4492.462074657988
1636243200000,4525.404538520666
1636329600000,4617.967802125788
1636416000000,4799.894958434541
1636502400000,4749.443614893582
1636588800000,4631.808022232668
1636675200000,4747.826264134997
1636761600000,4685.482449881604
1636848000000,4655.773183850906
1636934400000,4636.536787831793
1637020800000,4585.469551548844
1637107200000,4264.232384095889
1637193600000,4274.555798151127
1637280000000,3983.0230834730737
1637366400000,4299.964178184036
1637452800000,4429.088517436437
1637539200000,4334.886037089604
1637625600000,4099.331050438142
1637712000000,4354.669504238149
1637798400000,4267.360903665225
1637884800000,4514.269350896048
1637971200000,4050.604829356145
1638057600000,4074.435166861661
1638144000000,4297.449944721594
1638230400000,4435.137460538896
1638316800000,4636.432246339915
1638403200000,4584.290076426345
1638489600000,4524.586219278288
1638576000000,4236.403081122178
1638662400000,4083.022571037058
1638748800000,4189.039746235636
1638835200000,4329.533993130186
1638921600000,4299.151042279082
1639008000000,4421.38070963301
1639094400000,4153.059285037042
1639180800000,3921.071123285956
1639267200000,4060.768911374832
1639353600000,4134.808546741577
1639440000000,3786.755233270268
1639526400000,3847.814414810712
1639612800000,4009.723662635053
1639699200000,3982.923363274519
1639785600000,3883.98869539784
1639872000000,3974.547200827934
1639958400000,3940.568176307142
1640044800000,3952.540666583128
1640131200000,4033.025226422686
1640217600000,3991.43361501232
1640304000000,4119.635554814797
1640390400000,4047.800174325731
1640476800000,4093.365737574437
1640563200000,4076.148914276509
1640649600000,4041.237831948788
