timestamp,price
1630627200000,723.9826492172851
1630713600000,731.2101916438328
1630800000000,730.9158047211606
1630886400000,826.1615253077406
1630972800000,921.9289920332512
1631059200000,865.9265457829014
1631145600000,965.3971701323547
1631232000000,934.1849519055623
1631318400000,1635.2044240465714
1631404800000,1717.9456098099204
1631491200000,1546.135900947144
1631577600000,1489.317725158175
1631664000000,1510.8745112835672
1631750400000,1667.9410907969268
1631836800000,2085.2505143768035
1631923200000,2165.646590525923
1632009600000,3386.077920822591
1632096000000,3040.320006499452
1632182400000,2480.0330480491148
1632268800000,2571.5828989947045
1632355200000,3495.997741443588
1632441600000,3622.526532303437
1632528000000,3532.476893969854
1632614400000,3201.476595209416
1632700800000,2690.208632240249
1632787200000,2561.4434842738606
1632873600000,2368.705345660738
1632960000000,2599.0614396534424
1633046400000,3126.690621483576
1633132800000,3704.9883852216535
1633219200000,3959.7561571177375
1633305600000,4155.245331447955
1633392000000,3810.291167361146
1633478400000,4761.808863702027
1633564800000,4061.019981759235
1633651200000,4572.108058847369
1633737600000,5971.275855408819
1633824000000,6976.133415417061
1633910400000,7068.041001930099
1633996800000,8563.299000174784
1634083200000,6847.404908943772
1634169600000,7920.210115481551
1634256000000,6553.176693023701
1634342400000,5903.647020067972
1634428800000,6880.76108660711
1634515200000,6274.982571685991
1634601600000,5841.542213795059
1634688000000,5905.709206245474
1634774400000,6766.076596735759
1634860800000,6575.503602499461
1634947200000,6754.4497592242615
1635033600000,7542.196816432524
1635120000000,7258.258671930555
1635206400000,8010.371528412309
1635292800000,7961.5221496594095
1635379200000,7004.7598525328885
1635465600000,7227.76280661439
1635552000000,6585.818846927193
1635638400000,7077.463892406389
1635724800000,7133.734657906016
1635811200000,6880.349769241714
1635897600000,8037.339056868369
1635984000000,8442.629922030692
1636070400000,8673.40301707585
1636156800000,9174.894629057088
1636243200000,9138.211220287372
1636329600000,9702.038649260992
1636416000000,9320.627125572351
1636502400000,8543.925434966948
1636588800000,8150.204618332765
1636675200000,8322.762789574372
1636761600000,7811.93935105849
1636848000000,8718.30790866502
1636934400000,8244.993410490817
1637020800000,8270.886222181924
1637107200000,8562.140801010617
1637193600000,9064.086523177504
1637280000000,7940.538638801264
1637366400000,8646.915335933345
1637452800000,9108.052568721903
1637539200000,8878.487458406875
1637625600000,8799.594918840236
1637712000000,8594.102904668649
1637798400000,8391.795524816423
1637884800000,8483.687387936769
1637971200000,6908.4662257488735
1638057600000,7445.431028594998
1638144000000,7250.842405006716
1638230400000,7642.250664935142
1638316800000,8002.677220223528
1638403200000,7753.91901235622
1638489600000,7110.940098366206
1638576000000,6973.8751390677335
1638662400000,6490.040983233649
1638748800000,5909.381351953021
1638835200000,5735.194256149744
1638921600000,5559.781011013521
1639008000000,5261.705512340013
1639094400000,4311.026265668364
1639180800000,4371.84450140187
1639267200000,4468.000379851407
1639353600000,4482.596643145489
1639440000000,3622.825130354612
1639526400000,3346.039195677085
1639612800000,3204.5982563221933
1639699200000,3474.167460142437
1639785600000,3216.4700335723983
1639872000000,3108.602003191349
1639958400000,3002.2394958623768
1640044800000,3326.791773276979
1640131200000,3998.451100232209
1640217600000,3977.9077129003103
1640304000000,4348.8277863600615
1640390400000,4228.494930269319
1640476800000,4380.411075137848
1640563200000,4234.219491861917
1640649600000,3807.2368468894033
