wonderland,3775251,1630620040,30000.606234124,7.507381608,4.547419269,723.9826492172851,69,0,28800,1.63062
wonderland,3804051,1630674348,31534.534723484,22449.184990621,4.547419269,723.9826492172851,70,90001818702,28800,1.6306488
wonderland,3832851,1630737724,32934.560324479,23327.711677214,4.624070731,723.9826492172851,74,98508156503,28800,1.630764
wonderland,3861651,1630801803,33150.787895366,24207.932234989,4.662392128,723.9826492172851,76,99154898989,28800,1.6308216
wonderland,3890451,1630873838,35253.487129379,26136.474424764,4.700349307,723.9826492172851,78,99750720777,28800,1.6308792
wonderland,3919251,1630930275,35649.025490243,26745.402591849,4.737332945,723.9826492172851,80,106077742772,28800,1.6309368
wonderland,3948051,1630989507,36051.107397066,27608.939249604,4.77447714,723.9826492172851,82,107829832693,28800,1.6309944
wonderland,3976851,1631036631,36504.71715593,28711.756797419,4.810799951,723.9826492172851,84,109183391567,28800,1.631052
wonderland,4005651,1631089358,37492.564406121,29560.199988782,4.853207443,723.9826492172851,86,149174385981,28800,1.6311096
wonderland,4034451,1631143343,38255.290994891,30259.943711892,4.902014713,723.9826492172851,88,152256669198,28800,1.6311672
wonderland,4063251,1631195903,38534.274333516,30685.103495333,4.92653013,723.9826492172851,89,153024136899,28800,1.631196
wonderland,4092051,1631249931,39320.03716107,31493.441435415,4.975892529,723.9826492172851,91,155259160746,28800,1.6312536
wonderland,4120851,1631294128,40154.462176174,32016.388701064,5.025231653,723.9826492172851,93,159977456336,28800,1.6313112
wonderland,4149651,1631338879,40884.498948566,32741.941323725,5.050073909,723.9826492172851,94,161541284016,28800,1.63134
wonderland,4178451,1631387820,41548.359621833,33147.966555034,5.100084824,723.9826492172851,96,164675243457,28800,1.6313976
wonderland,4207251,1631428590,41929.505975043,33704.723071707,5.150702238,723.9826492172851,98,167041504687,28800,1.6314552
wonderland,4236051,1631477009,42515.28167203,33747.411133056,5.176231625,723.9826492172851,99,168342953901,28800,1.631484
wonderland,4264851,1631524222,43059.985943328,34232.045410945,5.228382548,723.9826492172851,101,171553728857,28800,1.6315416
wonderland,4293651,1631571186,43895.194837836,34800.415552033,5.280638082,723.9826492172851,103,174881173918,28800,1.6315992
wonderland,4322451,1631626150,44354.43630783,35304.740057184,5.307053294,723.9826492172851,104,176510385074,28800,1.631628
wonderland,4351251,1631678106,45100.907534174,35657.158203193,5.360282406,723.9826492172851,106,179260843927,28800,1.6316856
wonderland,4380051,1631730103,45951.730063798,36279.706965661,5.414309136,723.9826492172851,108,183038157470,28800,1.6317432
wonderland,4408851,1631781840,46835.869204519,36721.028394021,5.469044806,723.9826492172851,110,186317891102,28800,1.6318008
wonderland,4437651,1631829455,47908.315391675,37074.118313837,5.496704482,723.9826492172851,111,188976357746,28800,1.6318296
wonderland,4466451,1631883722,48399.43187516,37457.261335221,5.553047102,723.9826492172851,113,192666175817,28800,1.6318872
wonderland,4495251,1631937508,49514.783720041,38157.571387065,5.609967473,723.9826492172851,115,195425752559,28800,1.6319448
wonderland,4524051,1631989753,51080.578335546,39038.432929963,5.667653229,723.9826492172851,117,201139992219,28800,1.6320024
wonderland,4552851,1632047972,52409.275595807,39384.409999298,5.726555328,723.9826492172851,119,208608195929,28800,1.63206
wonderland,4581651,1632101571,53253.329360382,39994.34253948,5.786972122,723.9826492172851,121,211688188556,28800,1.6321176
wonderland,4610451,1632149587,53906.047057282,40709.256960323,5.848132416,723.9826492172851,123,214653135285,28800,1.6321752
wonderland,4639251,1632199176,54394.898373887,40937.843859406,5.878843241,723.9826492172851,124,216386612237,28800,1.632204
wonderland,4668051,1632253282,55660.55499373,41652.554215829,5.940698036,723.9826492172851,126,220901184659,28800,1.6322616
wonderland,4696851,1632305646,56725.978003263,42597.661602302,6.003428134,723.9826492172851,128,224928389873,28800,1.6323192
wonderland,4725651,1632360726,57806.102652772,43302.568851067,6.066918175,723.9826492172851,130,230083763042,28800,1.6323768
wonderland,4754451,1632421608,59221.42966578,44131.613940915,6.131128342,723.9826492172851,132,235479029059,28800,1.6324344
wonderland,4783251,1632481330,60114.865211276,44574.642252929,6.196819158,723.9826492172851,134,239120023831,28800,1.632492
wonderland,4812051,1632540833,61510.73252087,44969.431539276,6.26325346,723.9826492172851,136,244147428628,28800,1.6325496
wonderland,4840851,1632601221,62538.148613252,46094.358209745,6.33097362,723.9826492172851,138,247734757930,28800,1.6326072
wonderland,4869651,1632661843,63670.916413148,46555.138150885,6.39938835,723.9826492172851,140,252886575447,28800,1.6326648
wonderland,4898451,1632721656,64633.555620462,47320.398907494,6.468895572,723.9826492172851,142,256719621483,28800,1.6327224
wonderland,4927251,1632781248,66005.369339808,48068.330754398,6.57470014,723.9826492172851,145,262910234410,28800,1.6328088
